Group,Mean de age,Mean de Risk,Mean de months_survival,Mean de limfocits_per_monocits,Mean de neutrofils_per_limfocits,Mean de specific_death,Recompte de ID
"1,54.18065362756088,2.733070133650761,""96,12"",6.0320632775321315,2.4360871582330943,""0,18"",1077"
"2,54.060798897640055,4.329676735607974,""95,80"",6.291824352798507,2.476585162292492,""0,17"",946"
"3,54.297012530878085,5.464342321717369,""100,64"",6.033083500358274,2.2771614517441616,""0,12"",125"
