,Risk,group
677,4.898482033770869,2.0
678,3.6323665604053232,2.0
679,1.399105386962853,1.0
680,4.044475152655366,2.0
681,3.3807087761078707,1.0
682,4.731966220075394,2.0
683,4.042540172665689,2.0
684,2.8765020313523837,1.0
685,2.925841734815528,1.0
686,3.7275570712201795,2.0
687,3.7039103076541764,2.0
688,2.7781253375466335,1.0
689,2.1161480224435554,1.0
690,2.835189355115898,1.0
691,3.4246316717688763,1.0
692,3.1092821536528663,1.0
693,2.7742904083214786,1.0
694,4.035628033510983,2.0
695,2.0847667680409576,1.0
696,4.820563416792205,2.0
697,4.017117263491158,2.0
698,2.8222553107906663,1.0
699,2.3612978534430136,1.0
700,2.415223107397375,1.0
701,2.499965368323386,1.0
702,4.065660333246361,2.0
703,3.0726657914032818,1.0
704,3.4757911948684335,1.0
705,2.596670153718432,1.0
706,2.8955522057014784,1.0
707,5.863915743151124,3.0
708,4.950322994083745,2.0
709,2.8489746710644854,1.0
710,4.125644186695213,2.0
711,3.055828567488633,1.0
712,3.8848204553994834,2.0
713,4.041673437480157,2.0
714,5.23928648185236,3.0
715,4.572151930045428,2.0
716,4.771647954864958,2.0
717,4.541320039703602,2.0
718,2.8361663568663698,1.0
719,2.6411755531149113,1.0
720,2.4434018519052993,1.0
721,2.9503503536418183,1.0
722,4.458995544076016,2.0
723,4.639771351468016,2.0
724,3.5332245588909643,2.0
725,2.9724471401766275,1.0
726,2.8161277282333583,1.0
727,2.2086497805300827,1.0
728,3.9965953002924204,2.0
729,4.58580885689717,2.0
730,3.48609240531546,1.0
731,3.221965829460937,1.0
732,1.8863335630337141,1.0
733,2.1961975533570426,1.0
734,3.4910418142294946,1.0
735,3.8033052708308905,2.0
736,2.0384069362606048,1.0
737,2.9329769385130326,1.0
738,2.6725510285928062,1.0
739,4.449602688013833,2.0
740,2.441896006262885,1.0
741,4.264804073762832,2.0
742,2.8282612667599922,1.0
743,2.987477475099183,1.0
744,2.927910797128685,1.0
745,3.888460396729619,2.0
746,2.4405203712739887,1.0
747,3.5065443221775556,2.0
748,2.7886718138038846,1.0
749,4.390897406606736,2.0
750,3.261585137543556,1.0
751,3.5485919371348977,2.0
752,3.6912099221659047,2.0
753,5.005719113291029,2.0
754,3.5652275889209926,2.0
755,3.7222343462512524,2.0
756,4.416649907163138,2.0
757,4.762024645445501,2.0
758,2.4332118642769753,1.0
759,3.0148276799503235,1.0
760,3.625787273215319,2.0
761,2.9080167524206617,1.0
762,4.752319820091889,2.0
763,2.2937114273413757,1.0
764,3.6442253132452613,2.0
765,3.9476169813665725,2.0
766,3.5712175614312547,2.0
767,2.369490773589065,1.0
768,3.9226256283753207,2.0
769,4.194649413839894,2.0
770,4.415528545087174,2.0
771,3.7688967496683032,2.0
772,3.8469005154239775,2.0
773,4.491110413794815,2.0
774,4.489895748401076,2.0
775,4.629785275190111,2.0
776,2.8004867515982825,1.0
777,3.2110995338622126,1.0
778,4.159553431552374,2.0
779,1.8691962688712898,1.0
780,4.043338012382844,2.0
781,2.0482063983958407,1.0
782,3.5317707754740204,2.0
783,3.356194464643125,1.0
784,2.199345294516239,1.0
785,5.449784871355577,3.0
786,3.4168616900161117,1.0
787,3.224309746665754,1.0
788,3.7367133616629196,2.0
789,4.380369470942742,2.0
790,3.7936104334590763,2.0
791,4.126847926300437,2.0
792,3.2032018546502408,1.0
793,3.1799376208868133,1.0
794,5.5956611703805015,3.0
795,3.5057969737597254,2.0
796,3.5019152580511266,2.0
797,3.1507426965133205,1.0
798,2.0768194711374828,1.0
799,1.7645265369038,1.0
800,3.9626356000803256,2.0
801,2.9467682267725124,1.0
802,1.9261421634703373,1.0
803,3.4475841550096527,1.0
804,1.8544135366063543,1.0
805,5.475995451984306,3.0
806,2.514496209902797,1.0
807,2.491840748851543,1.0
808,4.991186540158944,2.0
809,2.8610602257392044,1.0
810,2.7664319896962453,1.0
811,3.888669357263828,2.0
812,4.922515008426719,2.0
813,4.263801693878152,2.0
814,4.501594038176446,2.0
815,3.9843431213838714,2.0
816,3.379721721100787,1.0
817,2.4565705115791343,1.0
818,3.851559272658145,2.0
819,5.040544093666917,2.0
820,2.4548563030239783,1.0
821,5.381833067688012,3.0
822,4.888235886867414,2.0
823,4.063807007999035,2.0
824,2.126509723903301,1.0
825,4.16497870917697,2.0
826,3.488809871628487,1.0
827,3.226575429421271,1.0
828,2.967078340586802,1.0
829,1.9395056608329386,1.0
830,4.614518087228509,2.0
831,4.521757517552118,2.0
832,3.057877765786829,1.0
833,4.243160218025896,2.0
834,3.5033421461041003,2.0
835,2.9950937819658763,1.0
836,4.944782744558946,2.0
837,5.214057665982802,3.0
838,2.5792799794664107,1.0
839,2.5749215419315505,1.0
840,2.78323499413754,1.0
841,5.303109425229184,3.0
842,4.518456964218583,2.0
843,3.939480873075841,2.0
844,3.4342096507564777,1.0
845,2.119803051645081,1.0
846,2.380525393626266,1.0
847,4.028136174576925,2.0
848,5.236887873560596,3.0
849,3.9036400808935263,2.0
850,2.0325598210174376,1.0
851,3.061900741902949,1.0
852,4.661028965279704,2.0
853,4.576521772919758,2.0
854,4.542970546200453,2.0
855,3.738126602967894,2.0
856,4.854263637154409,2.0
857,4.068802098421217,2.0
858,2.5079710588516915,1.0
859,3.485962467173836,1.0
860,3.1600483556663423,1.0
861,2.29632359011766,1.0
862,2.882278804279342,1.0
863,4.920207772053033,2.0
864,5.81304691236196,3.0
865,3.694829230322771,2.0
866,1.733398514876411,1.0
867,2.9751881771850606,1.0
868,3.0247506287735195,1.0
869,3.435846066855152,1.0
870,2.7540617112358348,1.0
871,4.284278241790748,2.0
872,2.0442741251342014,1.0
873,4.114814186537431,2.0
874,4.88804927004723,2.0
875,3.8567455051127006,2.0
876,2.2939233531351237,1.0
877,4.002224062852428,2.0
878,4.70048068872194,2.0
879,2.563274853717237,1.0
880,3.10947553849938,1.0
881,3.0261845216466683,1.0
882,3.286233367183561,1.0
883,2.716033983915031,1.0
884,4.105272253614422,2.0
885,4.800534356147407,2.0
886,3.2539009026811514,1.0
887,2.9146039297035333,1.0
888,2.0715639172614844,1.0
889,4.015663560667426,2.0
890,1.6839129168626104,1.0
891,3.505700487035576,2.0
892,3.93013554207527,2.0
893,3.981230523316471,2.0
894,3.523262476514906,2.0
895,2.389173333794503,1.0
896,2.6310966598586174,1.0
897,4.737500097318447,2.0
898,2.2701472933656124,1.0
899,1.6380935187053263,1.0
900,2.4684730206599577,1.0
901,5.148425922500692,2.0
902,2.638170833705211,1.0
903,2.5721389305048046,1.0
904,2.497289963633474,1.0
905,3.78795212890129,2.0
906,3.5492615062459683,2.0
907,2.3332284274854973,1.0
908,4.588317936593277,2.0
909,2.6697893462421534,1.0
910,4.748164868920434,2.0
911,3.38392592581178,1.0
912,3.3034522779110214,1.0
913,4.025040987370094,2.0
914,2.1905346633019835,1.0
915,4.370520936563786,2.0
916,5.291187345564195,3.0
917,2.2439582891123893,1.0
918,2.909962203104843,1.0
919,3.7822777427507877,2.0
920,3.4224987554604325,1.0
921,2.410675426968518,1.0
922,3.2090374450034544,1.0
923,4.152349747270032,2.0
924,4.019704137344723,2.0
925,2.6993461676266115,1.0
926,3.8441514072900786,2.0
927,2.900992072668569,1.0
928,4.638884534723993,2.0
929,2.7929041315517433,1.0
930,4.671985517701326,2.0
931,2.9832455708438386,1.0
932,3.1677712020840354,1.0
933,5.209258454228412,3.0
934,4.3321819290509795,2.0
935,4.402467039797863,2.0
936,2.5134478566964003,1.0
937,5.493770285496305,3.0
938,3.315216000629807,1.0
939,4.751880181584643,2.0
940,3.173894214395444,1.0
941,4.9152397205635365,2.0
942,3.9933673518031845,2.0
943,2.6176898695736712,1.0
944,4.20258163859307,2.0
945,3.431213775357297,1.0
946,3.2735913685498925,1.0
947,2.5240914816320563,1.0
948,2.421976056651774,1.0
949,4.0749298723393474,2.0
950,4.609837365017818,2.0
951,4.355337087077639,2.0
952,3.7659070917973487,2.0
953,2.683295962319842,1.0
954,5.067907654392636,2.0
955,2.771138743126855,1.0
956,4.562981699289334,2.0
957,2.5374582596534845,1.0
958,4.615169310942838,2.0
959,2.822644323814657,1.0
960,4.885415072779532,2.0
961,2.7771810988290033,1.0
962,2.609161096106179,1.0
963,3.6547587598872027,2.0
964,4.771429082603284,2.0
965,2.8551285496582124,1.0
966,4.08827976173934,2.0
967,3.0822368188752574,1.0
